OrderID;Order_Date;Profit;Sales;State/Province;Customer_Segment;Customer_Name;City;Country;Order_Priority;Product_Category;Product_Container;Product_Sub-Category;Product_Name;Ship_Date;Ship_Mode;Discount;Order_Quantity;Product_Base_Margin;Shipping_Cost;Unit_Price
8391;01/02/2017;-268,36;1.266,72;Rheinland-Pfalz;Corporate;Sylvia_Foulston;Remagen;Germany;High;Furniture;Jumbo_Drum;Chairs_&_Chairmats;Global_Leather_and_Oak_Executive_Chair,_Black;02/02/2017;Delivery_Truck;0,04;4;0,56;64,73;300,98
8416;10/01/2016;-15,45;22,07;Peloponnisos;Small_Business;Nicole_Fjeld;Argos;Greece;Low;Office_Supplies;Small_Box;Paper;Xerox_1895;14/01/2016;Regular_Air;0,07;2;0,4;10,39;5,98
8419;04/03/2017;-86,62;152,6;Rheinland-Pfalz;Small_Business;Nicole_Hansen;Remagen;Germany;Critical;Office_Supplies;Small_Box;Paper;Xerox_214;05/03/2017;Regular_Air;0,1;24;0,37;7,03;6,48
8419;04/03/2017;70,39;368,04;Rheinland-Pfalz;Small_Business;Nicole_Hansen;Remagen;Germany;Critical;Office_Supplies;Small_Box;Paper;Xerox_1936;06/03/2017;Express_Air;0,07;19;0,38;5,97;19,98
8422;18/09/2014;-56,14;4.212,75;Piemonte;Home_Office;Becky_Martin;Orbassano;Italy;Medium;Furniture;Jumbo_Box;Tables;Hon_94000_Series_Round_Tables;19/09/2014;Delivery_Truck;0,06;18;0,76;54,12;296,18
8422;18/09/2014;-22,82;1.003,71;Piemonte;Home_Office;Becky_Martin;Orbassano;Italy;Medium;Technology;Small_Box;Computer_Peripherals;Acco_Keyboard-In-A-Box®;20/09/2014;Express_Air;0,01;33;0,78;4;29,1
8450;17/09/2017;-12,0175;41,39;Anatoliki_Makedonia_kai_Thraki;Home_Office;Eva_Jacobs;Komotini;Greece;Not_Specified;Office_Supplies;Small_Box;Binders_and_Binder_Accessories;Staples®_General_Use_3-Ring_Binders;18/09/2017;Regular_Air;0,09;22;0,37;1,49;1,88
8450;17/09/2017;428,99;1.307;Anatoliki_Makedonia_kai_Thraki;Home_Office;Eva_Jacobs;Komotini;Greece;Not_Specified;Office_Supplies;Small_Box;Appliances;Belkin_5_Outlet_SurgeMaster™_Power_Centers;19/09/2017;Regular_Air;0,02;24;0,57;0,99;54,48
8454;19/01/2018;-188,1285;218,77;Ionioi_Nisoi;Small_Business;Christine_Phan;Corfu;Greece;Medium;Office_Supplies;Small_Box;Binders_and_Binder_Accessories;3M_Organizer_Strips;22/01/2018;Regular_Air;0,03;38;0,37;7,78;5,4
8480;05/07/2016;-558,415;309,9015;Nordrhein-Westfalen;Corporate;Robert_Marley;Ibbenbüren;Germany;High;Technology;Small_Box;Telephones_and_Communication;Timeport_L7089;07/07/2016;Regular_Air;0,09;3;0,58;7,69;125,99
8480;05/07/2016;-58,4;76,36;Nordrhein-Westfalen;Corporate;Robert_Marley;Ibbenbüren;Germany;High;Office_Supplies;Small_Box;Paper;Xerox_1984;07/07/2016;Regular_Air;0,07;11;0,36;8,74;6,48
8513;19/12/2016;-49,46;163,78;Lombardia;Small_Business;Fred_McMath;Monza;Italy;Low;Technology;Medium_Box;Office_Machines;Canon_P1-DHIII_Palm_Printing_Calculator;21/12/2016;Regular_Air;0,05;9;0,4;8,51;17,98
8513;19/12/2016;-9,29;84,64;Lombardia;Small_Business;Fred_McMath;Monza;Italy;Low;Office_Supplies;Small_Box;Appliances;Acco_Six-Outlet_Power_Strip,_4'_Cord_Length;26/12/2016;Express_Air;0;8;0,59;4,5;8,62
8515;27/05/2016;99,31;729,92;Niedersachsen;Small_Business;Trudy_Schmidt;Seevetal;Germany;Critical;Technology;Small_Box;Computer_Peripherals;Fellowes_Basic_104-Key_Keyboard,_Platinum;28/05/2016;Regular_Air;0;33;0,6;4;20,95
8545;21/11/2014;-77,3375;113,75;Campania;Small_Business;Barbara_Fisher;Torre_del_Greco;Italy;Low;Office_Supplies;Small_Box;Binders_and_Binder_Accessories;ACCOHIDE®_Binder_by_Acco;25/11/2014;Regular_Air;0;25;0,38;5,34;4,13
8545;21/11/2014;-662,8;3.081,95;Campania;Small_Business;Barbara_Fisher;Torre_del_Greco;Italy;Low;Furniture;Jumbo_Box;Bookcases;O'Sullivan_Elevations_Bookcase,_Cherry_Finish;25/11/2014;Delivery_Truck;0,1;24;0,69;54,74;130,98
8546;05/09/2017;-12,48;51,94;Calabria;Small_Business;Nora_Price;Montalto_Uffugo;Italy;High;Technology;Small_Pack;Computer_Peripherals;TDK_4.7GB_DVD-R;07/09/2017;Express_Air;0,03;4;0,41;1,99;10,01
8551;02/01/2015;-135,74;225,98;Bayern;Corporate;Meg_O'Connel;Haar;Germany;Critical;Office_Supplies;Small_Box;Paper;Xerox_213;04/01/2015;Regular_Air;0,01;34;0,37;7,86;6,48
8551;02/01/2015;-69,874;185,64;Bayern;Corporate;Meg_O'Connel;Haar;Germany;Critical;Office_Supplies;Small_Box;Binders_and_Binder_Accessories;"Acco_Four_Pocket_Poly_Ring_Binder_with_Label_Holder,_Smoke,_1""";05/01/2015;Regular_Air;0,1;25;0,4;6,28;7,45
8576;15/06/2014;-164,25;541,45;Sachsen-Anhalt;Corporate;Cynthia_Voltz;Aschersleben;Germany;High;Office_Supplies;Small_Pack;Pens_&_Art_Supplies;Boston_16765_Mini_Stand_Up_Battery_Pencil_Sharpener;17/06/2014;Express_Air;0;43;0,59;8,99;11,66
8578;06/02/2017;-1,79;366,87;Bayern;Corporate;Lisa_DeCherney;Oberasbach;Germany;High;Furniture;Small_Box;Office_Furnishings;"Staples_10""_Round_Wall_Clock";07/02/2017;Regular_Air;0,1;40;0,41;5,71;9,74
8580;26/08/2016;-3,95;151,49;Apulia;Consumer;Joseph_Airdo;Giovinazzo;Italy;High;Office_Supplies;Small_Box;Envelopes;Peel_&_Seel®_Recycled_Catalog_Envelopes,_Brown;26/08/2016;Regular_Air;0;12;0,35;6,97;11,58
8580;26/08/2016;-215,57;308,22;Apulia;Consumer;Joseph_Airdo;Giovinazzo;Italy;High;Office_Supplies;Small_Box;Appliances;Hoover_Commercial_Soft_Guard_Upright_Vacuum_And_Disposable_Filtration_Bags;27/08/2016;Regular_Air;0;37;0,58;9,23;7,77
8582;26/04/2016;436,02;1.556,55;Veneto;Home_Office;David_Kendrick;Mira;Italy;Low;Furniture;Large_Box;Office_Furnishings;Deflect-o_DuraMat_Antistatic_Studded_Beveled_Mat_for_Medium_Pile_Carpeting;26/04/2016;Regular_Air;0,04;15;0,61;24,49;105,34
8609;18/09/2017;-108,075;72,0035;Calabria;Corporate;Roy_Phan;Reggio_Calabria;Italy;Critical;Technology;Wrap_Bag;Telephones_and_Communication;Accessory37;19/09/2017;Regular_Air;0,04;4;0,81;2,5;20,99
8614;08/11/2014;-16,335;1.289,13;Campania;Corporate;Tom_Boeckenhauer;Qualiano;Italy;Low;Technology;Small_Box;Telephones_and_Communication;8890;10/11/2014;Regular_Air;0,06;13;0,58;5,92;115,99
8642;22/06/2015;49,69;133,04;Brandenburg;Corporate;Patrick_Ryan;Brandenburg;Germany;High;Office_Supplies;Small_Box;Labels;Avery_503;23/06/2015;Regular_Air;0,04;13;0,37;0,99;10,35
8642;22/06/2015;-76,1415;151,05;Brandenburg;Corporate;Patrick_Ryan;Brandenburg;Germany;High;Office_Supplies;Small_Box;Binders_and_Binder_Accessories;Wilson_Jones_“Snap”_Scratch_Pad_Binder_Tool_for_Ring_Binders;23/06/2015;Regular_Air;0,09;26;0,4;5,59;5,8
8646;13/09/2014;2.154,07;9.558,65;Piemonte;Consumer;Emily_Ducich;Pinerolo;Italy;High;Furniture;Jumbo_Drum;Tables;SAFCO_PlanMaster_Heigh-Adjustable_Drafting_Table_Base,_43w_x_30d_x_30-37h,_Black;14/09/2014;Delivery_Truck;0,09;29;0,49;60;349,45
8646;13/09/2014;-327,65;85,85;Piemonte;Consumer;Emily_Ducich;Pinerolo;Italy;High;Office_Supplies;Large_Box;Appliances;Hoover_Portapower™_Portable_Vacuum;15/09/2014;Regular_Air;0,03;8;0,6;49;4,48
8646;13/09/2014;4.161,98;14.377,78;Piemonte;Consumer;Emily_Ducich;Pinerolo;Italy;High;Furniture;Jumbo_Drum;Chairs_&_Chairmats;Global_Leather_Executive_Chair;15/09/2014;Delivery_Truck;0,06;41;0,55;39;350,99
8646;13/09/2014;-127,11;994,27;Piemonte;Consumer;Emily_Ducich;Pinerolo;Italy;High;Technology;Small_Box;Computer_Peripherals;Targus_USB_Numeric_Keypad;15/09/2014;Express_Air;0,09;26;0,74;6,5;40,98
8677;13/03/2018;-8,67;1.610,76;Kriti;Corporate;Speros_Goranitis;Heraklion;Greece;High;Office_Supplies;Small_Box;Storage_&_Organization;Trav-L-File_Heavy-Duty_Shuttle_II,_Black;15/03/2018;Regular_Air;0,1;38;0,55;16,36;43,57
8678;06/03/2018;27,12;937,8;Kriti;Consumer;Ken_Black;Heraklion;Greece;Low;Office_Supplies;Small_Box;Storage_&_Organization;Acco_Perma®_2700_Stacking_Storage_Drawers;11/03/2018;Regular_Air;0;31;0,7;6,64;29,74
8679;10/10/2017;161,32;446,06;Hessen;Home_Office;Roland_Murray;Marburg;Germany;Medium;Office_Supplies;Wrap_Bag;Paper;"Black_Print_Carbonless_Snap-Off®_Rapid_Letter,_8_1/2""_x_7""";11/10/2017;Regular_Air;0,01;46;0,4;2,15;9,11
8704;04/12/2016;5,48;79,81;Trentino-Alto_Adige;Home_Office;Quincy_Jones;Brixen;Italy;Medium;Office_Supplies;Wrap_Bag;Pens_&_Art_Supplies;Quartet_Alpha®_White_Chalk,_12/Pack;05/12/2016;Regular_Air;0,08;38;0,38;1;2,21
8704;04/12/2016;198,83;449,17;Trentino-Alto_Adige;Home_Office;Quincy_Jones;Brixen;Italy;Medium;Office_Supplies;Wrap_Bag;Pens_&_Art_Supplies;Peel-Off®_China_Markers;05/12/2016;Regular_Air;0,01;43;0,43;1,09;9,93
8709;12/08/2014;773,36;2.451,41;Lombardia;Home_Office;Rose_O'Brian;Monza;Italy;High;Technology;Medium_Box;Office_Machines;Canon_MP25DIII_Desktop_Whisper-Quiet_Printing_Calculator;14/08/2014;Regular_Air;0,07;50;0,37;10,17;51,98
8709;12/08/2014;-171,79;851,24;Lombardia;Home_Office;Rose_O'Brian;Monza;Italy;High;Technology;Jumbo_Drum;Office_Machines;Lexmark_Z25_Color_Inkjet_Printer;15/08/2014;Delivery_Truck;0,1;11;0,37;33,6;80,97
8710;10/06/2014;-76,015;63,34;Rheinland-Pfalz;Corporate;Tamara_Dahlen;Nieder-Ingelheim;Germany;Critical;Office_Supplies;Small_Box;Binders_and_Binder_Accessories;Cardinal_Poly_Pocket_Divider_Pockets_for_Ring_Binders;11/06/2014;Regular_Air;0,03;17;0,4;6,27;3,36
8710;10/06/2014;8,33;151,35;Rheinland-Pfalz;Corporate;Tamara_Dahlen;Nieder-Ingelheim;Germany;Critical;Office_Supplies;Wrap_Bag;Paper;"""While_you_Were_Out""_Message_Book,_One_Form_per_Page";12/06/2014;Express_Air;0,07;42;0,35;1,93;3,71
8768;22/01/2017;568,179;2.422,44;Campania;Small_Business;Resi_Polking;Boscoreale;Italy;High;Technology;Small_Box;Telephones_and_Communication;3390;23/01/2017;Regular_Air;0,03;44;0,57;5,31;65,99
8773;27/03/2017;-305,316;220,7875;Hessen;Home_Office;Sally_Matthias;Friedrichsdorf;Germany;Critical;Technology;Small_Pack;Telephones_and_Communication;Accessory36;27/03/2017;Regular_Air;0,09;5;0,83;5;55,99
8801;14/01/2018;371,214;2.529,40;Kentriki_Makedonia;Consumer;Thomas_Brumley;Serres;Greece;Low;Technology;Small_Box;Telephones_and_Communication;270c;16/01/2018;Express_Air;0,06;25;0,59;3;125,99
8801;14/01/2018;-673,31;2.593,08;Kentriki_Makedonia;Consumer;Thomas_Brumley;Serres;Greece;Low;Furniture;Medium_Box;Office_Furnishings;Eldon_Cleatmat_Plus™_Chair_Mats_for_High_Pile_Carpets;19/01/2018;Express_Air;0;32;0,74;48,2;79,52
8802;07/07/2016;400,69;1.866,12;Anatoliki_Makedonia_kai_Thraki;Small_Business;Suzanne_McNair;Xánthi;Greece;Medium;Office_Supplies;Large_Box;Appliances;Honeywell_Enviracaire®_Portable_HEPA_Air_Cleaner_for_up_to_10_x_16_Room;09/07/2016;Regular_Air;0,07;15;0,46;24,49;123,38
8803;26/05/2018;-145,07;1.184,11;Veneto;Corporate;William_Brown;Mira;Italy;Not_Specified;Office_Supplies;Small_Box;Storage_&_Organization;Fellowes_Staxonsteel®_Drawer_Files;27/05/2018;Regular_Air;0,07;6;0,71;19,99;193,17
8803;26/05/2018;187,374;514,22;Veneto;Corporate;William_Brown;Mira;Italy;Not_Specified;Office_Supplies;Small_Box;Binders_and_Binder_Accessories;Surelock™_Post_Binders;29/05/2018;Regular_Air;0,02;17;0,35;2,99;30,56
8807;01/08/2015;-6,04;428,14;Campania;Consumer;Natalie_Webber;Battipaglia;Italy;Low;Office_Supplies;Small_Box;Paper;Xerox_1964;03/08/2015;Regular_Air;0,04;19;0,39;11,54;22,84
8807;01/08/2015;-78,54;1.379,34;Campania;Consumer;Natalie_Webber;Battipaglia;Italy;Low;Technology;Small_Box;Telephones_and_Communication;i1000plus;08/08/2015;Regular_Air;0,08;14;0,57;4,2;125,99
8832;08/07/2017;8,65;647,81;Veneto;Small_Business;Giulietta_Dortch;Mira;Italy;Low;Furniture;Small_Pack;Office_Furnishings;"Executive_Impressions_12""_Wall_Clock";12/07/2017;Regular_Air;0,1;39;0,47;8,99;17,67
8833;08/10/2017;-846,73;3.338,98;Rheinland-Pfalz;Small_Business;Nicole_Hansen;Remagen;Germany;Low;Office_Supplies;Large_Box;Storage_&_Organization;Carina_Double_Wide_Media_Storage_Towers_in_Natural_&_Black;12/10/2017;Regular_Air;0;40;0,81;35;80,98
8834;14/04/2016;2.872,88;6.688,11;Abruzzo;Consumer;Ken_Lonsdale;Spoltore;Italy;High;Technology;Medium_Box;Office_Machines;Canon_MP41DH_Printing_Calculator;15/04/2016;Regular_Air;0,08;45;0,38;13,99;150,98
8834;14/04/2016;-6,96;16,73;Abruzzo;Consumer;Ken_Lonsdale;Spoltore;Italy;High;Furniture;Small_Pack;Office_Furnishings;Nu-Dell_Executive_Frame;15/04/2016;Regular_Air;0,08;1;0,48;4,98;12,64
8835;19/03/2015;-6,15;153,44;Nordrhein-Westfalen;Corporate;James_Lanier;Willich;Germany;Critical;Furniture;Small_Pack;Office_Furnishings;Advantus_Panel_Wall_Certificate_Holder_-_8.5x11;20/03/2015;Regular_Air;0,05;12;0,43;6,02;12,2
8868;04/07/2014;-102,2695;179,99;Anatoliki_Makedonia_kai_Thraki;Corporate;Cindy_Chapman;Komotini;Greece;Low;Office_Supplies;Small_Box;Binders_and_Binder_Accessories;Wilson_Jones_Impact_Binders;08/07/2014;Regular_Air;0,03;34;0,36;5,74;5,18
8868;04/07/2014;-44,05;190,45;Anatoliki_Makedonia_kai_Thraki;Corporate;Cindy_Chapman;Komotini;Greece;Low;Office_Supplies;Small_Box;Appliances;Belkin_8_Outlet_SurgeMaster_II_Gold_Surge_Protector;13/07/2014;Regular_Air;0,02;3;0,57;3,99;59,98
8870;09/08/2015;117,39;441,58;Brandenburg;Small_Business;Mathew_Reese;Brandenburg;Germany;Not_Specified;Office_Supplies;Small_Box;Paper;Xerox_19;10/08/2015;Regular_Air;0,07;15;0,4;5,09;30,98
8901;24/01/2017;-18,61;168,9;Umbria;Consumer;Barry_Pond;Marsciano;Italy;Low;Technology;Medium_Box;Office_Machines;Canon_F603_Scientific_Calculator;31/01/2017;Express_Air;0,09;15;0,36;6,24;9,99
8902;23/11/2016;-57,62;180,46;Bayern;Consumer;Georgia_Rosenberg;Oberasbach;Germany;High;Office_Supplies;Small_Box;Paper;"Eureka_Recycled_Copy_Paper_8_1/2""_x_11"",_Ream";25/11/2016;Regular_Air;0,05;27;0,37;5,94;6,48
8930;23/10/2014;-92,32;145,86;Lombardia;Corporate;Tony_Molinari;Milan;Italy;Medium;Office_Supplies;Small_Box;Paper;Hammermill_Color_Copier_Paper_(28Lb._and_96_Bright);25/10/2014;Regular_Air;0,04;14;0,4;11,59;9,99
8933;13/03/2016;640,8405;1.520,26;Brandenburg;Consumer;Lori_Olson;Teltow;Germany;High;Office_Supplies;Small_Box;Binders_and_Binder_Accessories;"Wilson_Jones_Elliptical_Ring_3_1/2""_Capacity_Binders,_800_sheets";14/03/2016;Regular_Air;0,04;37;0,36;2,99;42,8
8933;13/03/2016;154,99;688,02;Brandenburg;Consumer;Lori_Olson;Teltow;Germany;High;Furniture;Small_Box;Office_Furnishings;"Seth_Thomas_12""_Clock_w/_Goldtone_Case";15/03/2016;Regular_Air;0,06;30;0,51;7,58;22,98
8960;09/11/2015;524,09;4.335,34;Ionioi_Nisoi;Small_Business;Christine_Phan;Corfu;Greece;Medium;Technology;Small_Box;Computer_Peripherals;US_Robotics_56K_V.92_External_Faxmodem;11/11/2015;Express_Air;0,07;46;0,52;19,99;99,99
8960;09/11/2015;361,647;1.150,53;Ionioi_Nisoi;Small_Business;Christine_Phan;Corfu;Greece;Medium;Technology;Small_Pack;Telephones_and_Communication;Accessory8;11/11/2015;Regular_Air;0,01;15;0,39;1,25;85,99
8961;02/12/2016;-1.291,39;4.644,87;Trentino-Alto_Adige;Small_Business;Jessica_Myrick;Trento;Italy;Low;Furniture;Jumbo_Drum;Tables;"Barricks_18""_x_48""_Non-Folding_Utility_Table_with_Bottom_Storage_Shelf";07/12/2016;Delivery_Truck;0,08;48;0,59;60;100,8
8961;02/12/2016;-12,02;627,69;Trentino-Alto_Adige;Small_Business;Jessica_Myrick;Trento;Italy;Low;Technology;Small_Box;Computer_Peripherals;Microsoft_Natural_Keyboard_Elite;07/12/2016;Regular_Air;0;15;0,7;4;39,98
8992;18/04/2016;180,783;1.341,96;Liguria;Corporate;Shahid_Shariari;Albenga;Italy;High;Technology;Small_Box;Telephones_and_Communication;6340;19/04/2016;Regular_Air;0;18;0,58;2,79;85,99
8992;18/04/2016;-154,45;441,43;Liguria;Corporate;Shahid_Shariari;Albenga;Italy;High;Furniture;Large_Box;Chairs_&_Chairmats;Hon_Olson_Stacker_Stools;19/04/2016;Regular_Air;0,06;3;0,57;24,49;140,81
8992;18/04/2016;-176,792;2.145,70;Liguria;Corporate;Shahid_Shariari;Albenga;Italy;High;Technology;Small_Box;Telephones_and_Communication;688;20/04/2016;Regular_Air;0,08;14;0,6;4,2;195,99
8993;01/11/2016;86,78;172,15;Lombardia;Corporate;Stewart_Visinsky;Tradate;Italy;Medium;Office_Supplies;Small_Box;Labels;Avery_52;03/11/2016;Express_Air;0,02;41;0,38;0,5;3,69
8994;11/09/2014;-580,32;1.423,35;Nordrhein-Westfalen;Corporate;Christopher_Schild;Heinsberg;Germany;Low;Technology;Small_Box;Computer_Peripherals;Keytronic_Designer_104-_Key_Black_Keyboard;13/09/2014;Regular_Air;0,1;36;0,77;19,99;40,48
8995;21/10/2016;-78,02;270,84;Toscana;Consumer;Beth_Paige;Rosignano_Marittimo;Italy;High;Office_Supplies;Small_Box;Paper;Xerox_1904;22/10/2016;Express_Air;0,1;41;0,36;5,86;6,48
8995;21/10/2016;8,0495;24,16;Toscana;Consumer;Beth_Paige;Rosignano_Marittimo;Italy;High;Office_Supplies;Small_Box;Binders_and_Binder_Accessories;Staples®_General_Use_3-Ring_Binders;22/10/2016;Express_Air;0,08;5;0,37;1,49;1,88
8995;21/10/2016;-191,28;266,36;Toscana;Consumer;Beth_Paige;Rosignano_Marittimo;Italy;High;Office_Supplies;Small_Box;Paper;Xerox_217;22/10/2016;Regular_Air;0,07;42;0,37;8,19;6,48
8995;21/10/2016;737,94;3.389,93;Toscana;Consumer;Beth_Paige;Rosignano_Marittimo;Italy;High;Furniture;Large_Box;Office_Furnishings;Luxo_Professional_Combination_Clamp-On_Lamps;22/10/2016;Express_Air;0,08;35;0,59;21,26;102,3
8995;21/10/2016;-21,49;89,41;Toscana;Consumer;Beth_Paige;Rosignano_Marittimo;Italy;High;Office_Supplies;Wrap_Bag;Rubber_Bands;Revere_Boxed_Rubber_Bands_by_Revere;23/10/2016;Regular_Air;0,01;46;0,83;0,76;1,89
8996;06/11/2016;-48,851;772,2675;Peloponnisos;Corporate;Tanja_Norvell;Corinth;Greece;Low;Technology;Small_Box;Telephones_and_Communication;SC-3160;10/11/2016;Regular_Air;0,02;13;0,59;8,99;65,99
8997;05/12/2014;4.176,25;17.279,62;Lombardia;Small_Business;Tony_Sayre;Viadana;Italy;Low;Technology;Large_Box;Copiers_and_Fax;Canon_PC940_Copier;09/12/2014;Regular_Air;0,04;40;0,52;24,49;449,99
8997;05/12/2014;20,38;120,3;Lombardia;Small_Business;Tony_Sayre;Viadana;Italy;Low;Office_Supplies;Wrap_Bag;Pens_&_Art_Supplies;Newell_312;14/12/2014;Regular_Air;0,01;20;0,55;1,2;5,84
8998;09/06/2015;49,82;277,42;Sachsen-Anhalt;Consumer;Linda_Southworth;Wernigerode;Germany;Low;Technology;Small_Pack;Computer_Peripherals;Verbatim_DVD-R,_3.95GB,_SR,_Mitsubishi_Branded,_Jewel;11/06/2015;Regular_Air;0,01;12;0,43;1,99;22,24
8998;09/06/2015;66,47;1.767,88;Sachsen-Anhalt;Consumer;Linda_Southworth;Wernigerode;Germany;Low;Office_Supplies;Small_Box;Appliances;Eureka_The_Boss®_Cordless_Rechargeable_Stick_Vac;13/06/2015;Regular_Air;0,07;37;0,58;13,66;50,98
8998;09/06/2015;-19,75;178,13;Sachsen-Anhalt;Consumer;Linda_Southworth;Wernigerode;Germany;Low;Office_Supplies;Small_Box;Storage_&_Organization;Fellowes_Personal_Hanging_Folder_Files,_Navy;14/06/2015;Regular_Air;0,04;13;0,57;5,5;13,43
8999;16/11/2014;590,35;1.676,48;Bayern;Corporate;Julia_Barnett;Dachau;Germany;High;Office_Supplies;Small_Box;Paper;Xerox_194;18/11/2014;Regular_Air;0;28;0,37;14,3;55,48
9024;06/11/2017;583,749;2.318,21;Nordrhein-Westfalen;Home_Office;Katherine_Murray;Leopoldshöhe;Germany;Medium;Technology;Small_Box;Telephones_and_Communication;V8162;06/11/2017;Regular_Air;0,07;44;0,56;2,79;65,99
9024;06/11/2017;-4,55;12,12;Nordrhein-Westfalen;Home_Office;Katherine_Murray;Leopoldshöhe;Germany;Medium;Office_Supplies;Wrap_Bag;Paper;Wirebound_Message_Book,_4_per_Page;07/11/2017;Regular_Air;0,03;2;0,36;0,95;5,43
9024;06/11/2017;-9,3;1.136,44;Nordrhein-Westfalen;Home_Office;Katherine_Murray;Leopoldshöhe;Germany;Medium;Technology;Small_Box;Computer_Peripherals;Microsoft_Office_Keyboard;08/11/2017;Regular_Air;0,09;30;0,64;6,5;40,98
9027;06/02/2017;458,982;932,892;Sachsen;Consumer;Roy_French;Oschatz;Germany;Low;Technology;Small_Pack;Telephones_and_Communication;Accessory31;15/02/2017;Regular_Air;0,05;30;0,35;0,99;35,99
9028;27/05/2016;3.829,63;14.556,67;Bayern;Small_Business;Michael_Nguyen;Sonthofen;Germany;Low;Technology;Jumbo_Drum;Office_Machines;Okidata_ML184_Turbo_Dot_Matrix_Printers;31/05/2016;Delivery_Truck;0,04;48;0,56;26,53;306,14
9057;10/04/2015;1,35;160,29;Nordrhein-Westfalen;Home_Office;Michael_Granlund;Waltrop;Germany;Critical;Furniture;Wrap_Bag;Office_Furnishings;Master_Giant_Foot®_Doorstop,_Safety_Yellow;10/04/2015;Regular_Air;0,01;20;0,42;4;7,59
9062;24/08/2016;30,61;119,2;Lombardia;Consumer;Eric_Barreto;Carate_Brianza;Italy;High;Office_Supplies;Wrap_Bag;Rubber_Bands;Staples_Vinyl_Coated_Paper_Clips;25/08/2016;Regular_Air;0,06;32;0,39;0,99;3,93
9062;24/08/2016;1.193,19;1.825,42;Lombardia;Consumer;Eric_Barreto;Carate_Brianza;Italy;High;Furniture;Small_Pack;Office_Furnishings;"GE_48""_Fluorescent_Tube,_Cool_White_Energy_Saver,_34_Watts,_30/Box";27/08/2016;Regular_Air;0,06;19;0,35;8,99;99,23
9088;26/11/2014;118,152;1.637,46;Nordrhein-Westfalen;Home_Office;Russell_Applegate;Hamminkeln;Germany;Critical;Technology;Small_Box;Telephones_and_Communication;V_3600_Series;28/11/2014;Regular_Air;0,09;31;0,58;8,99;65,99
9088;26/11/2014;6.523,26;15.383,70;Nordrhein-Westfalen;Home_Office;Russell_Applegate;Hamminkeln;Germany;Critical;Office_Supplies;Small_Box;Binders_and_Binder_Accessories;Ibico_Hi-Tech_Manual_Binding_System;28/11/2014;Regular_Air;0,03;50;0,4;19,99;304,99
9089;27/10/2015;-360,305;822,3495;Nordrhein-Westfalen;Small_Business;Steven_Roelle;Unna;Germany;Critical;Technology;Small_Box;Telephones_and_Communication;StarTAC_6500;28/10/2015;Express_Air;0,1;8;0,59;8,8;125,99
9091;17/04/2016;129,33;605,77;Baden-Württemberg;Corporate;Adam_Hart;Bad_Säckingen;Germany;High;Furniture;Small_Pack;Office_Furnishings;Nu-Dell_Leatherette_Frames;18/04/2016;Regular_Air;0,05;42;0,49;5;14,34
9091;17/04/2016;489,14;1.480,91;Baden-Württemberg;Corporate;Adam_Hart;Bad_Säckingen;Germany;High;Office_Supplies;Small_Box;Paper;Xerox_1979;18/04/2016;Regular_Air;0;44;0,4;8,74;30,98
9092;28/12/2014;-268,664;599,2075;Bayern;Corporate;Jeremy_Pistek;Cham;Germany;Not_Specified;Technology;Small_Box;Telephones_and_Communication;T60;29/12/2014;Regular_Air;0,1;8;0,56;4,9;95,99
9092;28/12/2014;-457,73;3.644,24;Bayern;Corporate;Jeremy_Pistek;Cham;Germany;Not_Specified;Office_Supplies;Large_Box;Storage_&_Organization;Tennsco_Regal_Shelving_Units;29/12/2014;Express_Air;0;33;0,82;35;101,41
9093;14/05/2017;-99,02;268,55;Kentriki_Makedonia;Consumer;Cyra_Reiten;Pylaía;Greece;Medium;Technology;Small_Pack;Computer_Peripherals;Imation_Neon_Mac_Format_Diskettes,_10/Pack;14/05/2017;Regular_Air;0,1;36;0,77;2,83;8,12
9095;14/11/2016;-37,27;294,91;Campania;Small_Business;Tracy_Hopkins;Pontecagnano_Faiano;Italy;High;Office_Supplies;Medium_Box;Storage_&_Organization;Eldon_Simplefile®_Box_Office®;16/11/2016;Regular_Air;0,03;23;0,57;6,27;12,44
9123;30/11/2015;-108,28;384,9;Nordrhein-Westfalen;Consumer;Matt_Collins;Heinsberg;Germany;Critical;Office_Supplies;Small_Box;Storage_&_Organization;Project_Tote_Personal_File;01/12/2015;Express_Air;0,07;27;0,56;9,37;14,03
9124;21/03/2017;-0,84;2.637,78;Berlin;Small_Business;Henry_Goldwyn;Berlin_Tempelhof;Germany;Low;Technology;Small_Box;Computer_Peripherals;Adesso_Programmable_142-Key_Keyboard;21/03/2017;Regular_Air;0,04;17;0,74;6,5;152,48
9124;21/03/2017;-118,56;157,4;Berlin;Small_Business;Henry_Goldwyn;Berlin_Tempelhof;Germany;Low;Office_Supplies;Small_Box;Paper;Xerox_1926;26/03/2017;Regular_Air;0,01;29;0,38;7,28;4,98
9126;23/04/2015;884,08;2.799,70;Rheinland-Pfalz;Corporate;Sylvia_Foulston;Remagen;Germany;Medium;Office_Supplies;Small_Box;Appliances;Acco_Smartsocket™_Table_Surge_Protector,_6_Color-Coded_Adapter_Outlets;24/04/2015;Regular_Air;0,04;47;0,55;3,99;62,05
